,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,r,beta_1,beta_2,beta_3,beta_4,beta_5,beta_6,beta_7,beta_8,beta_9,beta_10,beta_11,beta_12,beta_13,beta_14,beta_15,beta_16,beta_17,beta_18,beta_19,beta_20
2008-03-05,-0.0013028149604582555,0.008095413675059348,-0.01919219282146967,-0.006839740815279371,-0.0014012850417385563,-0.0009100379517935761,-0.016333046361866787,0.01909390782670184,0.0011361068116912006,0.0005082065595464733,-0.017594363759069618,0.011166745203458908,0.01618646899652371,-0.001367973134427398,-0.02080201320989316,-0.011724646482010808,0.010754522618572857,0.013820191576050791,-0.0028597832066688624,0.006380265929818512,0.003404463124474489,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0016858106192094414,-0.0,0.0,-0.0,0.0
2008-03-06,0.007041440510573783,-0.004951978142467873,-0.011934758506819442,0.020315333786847134,-0.014929256363481427,0.015638018262472398,-0.021760354751213535,0.008986207252855444,0.010549406264759654,-0.006894193543287093,0.012577600572041235,0.01453571325835703,0.0039376891861909015,0.010870492103922722,0.010123853462764785,0.009567279903077888,0.0014619434563667947,0.0025461912188859594,1.9684240536266256e-05,0.010301635732430503,-0.0025636021756262574,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0014162533648639872,-0.0,0.0,-0.0,0.0
2008-03-07,0.00461228322896296,0.010355782338459405,0.011041033520628305,-0.014993590319833555,0.0036309464472858337,-0.0006390430794839531,-0.018539063799018013,0.0065746019826427625,-0.011571076820466382,0.011193973068653584,0.015248061464286977,-0.0074031701684319495,-0.009030859037339441,0.005580775995306065,-0.011765723011032205,-0.009070419182027625,-0.013052680742961611,0.005860816755249025,-0.0034980774904677624,-0.013250328786456225,0.010658474486136911,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2008-03-08,-0.002833357651671511,0.00037541493395636295,-0.007932620948670402,-0.004496902711694362,-0.009661837068986332,-0.01124948475485698,-0.005642390828411791,-0.0187287355376269,-0.00393102685887288,0.011317022849539601,-0.0030539912125864327,-0.007975619839546002,0.012035097133495706,-0.0076138087226428446,0.00566686577219112,0.008359180096965093,-0.0023681212778061084,0.0005858574794319368,0.0017783355403132267,-0.025304641680274208,-0.008911112791903486,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2008-03-09,-0.018258913198284363,-0.014710279373255966,0.0020562361845444643,-0.00016516774717536287,-0.004198843268358669,-0.005050375992701537,-0.012328773152236483,0.002576377424783189,0.007446276339983309,-0.009905537491401547,-0.008078238241705414,-0.0056792040047128215,-0.023064905907704655,-0.003369853992341003,0.0012035197627580634,-0.011274802924663882,0.005488687452160056,0.00866417519862003,0.010559252447222108,0.003989100192066967,-0.004552715919773258,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0006596848253796698,-0.0,-0.0,-0.0,0.0
2008-03-10,-0.004297838438566154,-0.001339151161090577,-0.0029454339437281285,0.0002471409903973459,-0.01251147386140323,0.019033114251349105,-0.009188995391567053,-0.005101776807198976,0.003833393324486907,0.003710909783904901,-0.0033173584365288533,0.01990060708893684,-0.02334321272574242,-0.012259189657640564,-0.006663295183118319,0.011150308715693736,0.008657490366156505,-0.0014776195751453238,-0.01022457992814438,0.011220916595243326,0.011887367298572647,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2008-03-11,0.007333393788295131,-0.00619912205613482,-0.0034641740631001995,0.01384284054895326,0.01722020480942194,0.0036984097629773334,-0.010733039832287348,-0.01879456156430587,-0.0036895605507764073,0.003022998992690883,0.010237363978713923,-0.0027360063091984715,0.01439425951678362,0.004375109146227947,0.007652860875850518,0.004961577931337215,-0.021406032907586692,-0.00023403935454280968,0.022213919136508987,-0.011332738042039103,-0.002182877861978273,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2008-03-12,0.014090545917019673,-0.010607245966102597,-0.011236039870409964,0.00885331024029235,0.004993608309224067,-0.004833676000770348,-5.5946207026486086e-05,-0.010838114723951046,-0.00010517132613629228,-0.007115779972262739,-0.0012391390998335561,0.030843832304005572,-0.002340738990647218,0.0009965126443545595,-0.005014840926697033,-0.004565325570513106,-0.010089788107665778,-0.010803321915285092,0.0005040762996572869,-0.023080616558342322,0.017673000757973813,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
2008-03-13,-0.005580095186132942,0.008834636071104641,0.010469628846818235,0.002889578310861318,0.010774880446636175,-0.014879817870638691,-0.014764219777007608,-0.010732008951544225,0.006952542945967775,0.006899856489137506,0.0027262973616179625,0.007518116431054757,0.0006523187675973795,-0.018900276485469974,-0.002049078221408054,-0.006585029067077747,0.007230286968095688,0.00419533284069782,-0.003377604970515741,-0.022820523338406146,0.0019465435596344805,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2008-03-14,-0.005454464632846822,-0.004885045901446843,0.008221177247045085,-0.0037216810554736757,-0.01881574806699392,-0.005548246198696705,0.015250922547765371,0.002883462772811818,0.0007708153249267702,0.00568617642708694,-0.0047664549371252,-0.022575948085172978,0.01380150836914807,-0.0007756552879050084,0.003395340574678755,0.003275973190241021,0.004713219174574277,0.001239060827333343,0.010296077038697423,-0.004222782309580122,0.005099304132844274,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2008-03-15,-0.012482274258733645,-0.007869106139653435,0.011582479223265767,0.0009382508751063127,-0.017730770398876616,0.0015590708092831729,0.010324438725329859,0.0016155324411713898,0.007641035938501377,-0.010045862808536993,-0.005310059928409725,-0.006122409530247419,-0.003961991462202237,-0.01781472438788803,-0.0063343395396708215,-0.012745862671562268,-0.0025177918251547467,0.0007558240264547602,0.0027595334863541425,-0.005470718174374799,6.465028556975822e-05,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2008-03-16,0.0079173582953776,-0.00136738020155828,0.00764127810554562,-0.010351108959243491,-0.023304418213500957,0.0013671281880484755,0.008234444712655031,-0.009583828191207035,-0.0055310420873053556,-0.0025975572377520103,-0.0053143702254604165,-0.007235953248982708,0.02429878961635536,-0.000862780180076917,0.014830962196829644,7.608340871884627e-06,0.000777722528335765,0.005770395306343034,-0.0028724440654658407,0.00543314284398825,-0.0036682125300632504,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2008-03-17,-0.003247106355461365,0.0013286514576212863,-0.001101361927005374,-0.009441558375782045,-0.006415442837601771,-0.005712145439280898,0.013951394684109782,-0.011184242196106729,0.002700610227963563,-0.011143038965025718,0.0006996780955709793,0.005066157744146969,-0.00853673145967352,-0.009491916056567273,-0.006426981975081657,0.010986619349409428,0.0068174765722580875,-0.010239521929738473,-0.00011641853144881006,0.012286279187772253,0.009162710092573563,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2008-03-18,0.005062036644281669,0.004613029063273085,-0.0059555949772194475,-0.0042547794222238524,0.0010206215629715144,0.013916532375655271,0.007443742259238595,0.027903425385342673,-0.0059360030695359235,-0.0053322043310668485,-0.00591321668361872,-0.015629016983255847,-0.002792553813317156,0.006590395596248098,-0.006524894871754474,-0.01596701034223431,0.0016793058218096844,0.0035114371611587205,-0.02050667408175541,0.030909702597366497,-0.012124508947807526,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2008-03-19,0.007914950317749934,-0.004181309674993546,0.0004266428344758885,-0.01382851901149819,0.008951254353298212,-0.012518492503424445,0.006961939443316218,-0.008870255946216866,-0.005314958820176504,0.007387724521398646,-0.0038160107969604728,-0.0008749514112258588,0.0019131031794715312,-0.0015270732456198644,-0.020253378901036373,0.004135810312902055,-0.017327107496979927,-0.002647270538089525,-0.012359657379306485,0.0015984737249017079,-0.01839675556548515,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2008-03-20,0.005718090419163387,0.0002616235197053993,0.007213905253820683,0.008529412708398689,0.018473645255629605,-0.0007235165929074428,0.00568195586838424,-0.010753989179628522,0.0011496409214084822,0.004737368863200735,-0.007706478050261366,-0.016380382018432636,0.02108939613317767,0.00024131764120914227,-0.008284329641664083,0.0006102098690813288,-0.0026631925912727256,0.012658909537767214,-0.0011176200179923068,0.0005975536717550619,-0.020937346778698736,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.002198618881345522,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0003090860484812277,-0.0,-0.0,0.0,0.0
2008-03-21,0.007637594150417017,-0.008247178421822895,0.0005155169797379406,-1.7594705911853034e-05,-0.02081677218145371,-0.009262207765592105,0.007383111438615969,0.0031646351849752576,-0.009462349452073247,0.0021164661602991615,0.011449741592495033,-0.014774759711230316,0.0017579425781004282,-0.005117755544133184,0.002909005939054805,0.0015284926077597496,-0.004861645326577924,0.005547435481889069,0.008038742348835417,0.0037603126156811385,0.0038893974094069755,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.004268623887166573,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2008-03-22,0.002370345724672249,0.006735956942278318,0.0004548497621106677,0.0261794490507172,0.004214336551705867,0.0050283235517260706,-0.021161353046449213,-0.0025358570086894483,-0.0006786013918799695,0.007659352983271475,0.005469016522598797,0.0072173711387441475,0.0042372588158340945,-0.002720760465304167,-0.0012747244387034979,0.0067485798215314845,0.00913135248914671,0.0031228850370966007,-0.01766725617547295,0.0010670761823712693,0.005584773292790163,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0020181880330129597,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2008-03-23,-0.0019486853615983265,0.010693777011740641,-0.0220181655850307,-0.01948786895320135,-0.007824329029581118,0.003274310290942197,-0.0071420978882836455,-0.007256390584392564,0.015993621405425335,0.003286937933779828,0.023880760976371325,-0.009573049305838278,-0.018489951915258953,0.011181728592892582,-0.019059368700443682,0.014206957606730346,-0.010622354025043,0.0008313762656486743,0.0025792629309751842,-0.0017674679229163837,-0.001639920115952128,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2008-03-24,-0.013736289831244029,-0.004068795316886305,-0.017608897576214987,-0.007208569990041622,-0.0027031769056184312,-0.015151722797287038,-0.00948857516545866,-0.013270875153624651,-0.005880798256230271,-0.008982857740436659,0.009359408601859914,0.0100917177911551,-0.006398273966088386,0.006637008292576471,0.015547359227868943,0.006004452692398532,-0.01494278304818834,0.006547091674479486,-0.00317950360895711,0.0019144458673550828,0.010555845243735276,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0011686644813954637,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2008-03-25,0.011238787255524341,-0.0015236363155597728,0.002230635560339402,-0.006491306396978768,-0.0029465432158161144,0.0022709913223834246,0.006662069386108153,0.009948570791199271,0.0029435123517092456,0.03195654457571371,0.01633074800600181,-0.003455398827956438,0.00029950180274543293,0.0006180278638487782,-0.0028909700040618087,0.004708015935898951,-0.0011469314451152523,-0.01137925499231107,-0.011218514921119301,0.002448579334370603,-0.00016366563340992598,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.004895885654362061,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0001596529339727013,0.0,0.0,0.0,-0.0
2008-03-26,0.005180644358936146,-0.0036201922677976863,0.00983666145214585,0.019401512581822728,0.01289617101728313,0.022865625174817966,0.013904876595060936,-0.019650022179978684,0.00202753058037217,0.005111029493994741,0.01378931030809072,-0.011615291742781591,0.005708412952394501,-0.003207234144498664,-0.002919203262884397,-0.001121065136288757,0.014110577083522492,0.010748215750928743,-0.0068817946742646095,-0.005276897090422996,-0.005547822869497807,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0019597574329513878,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2008-03-27,0.0021178207748524906,0.0077587415625423595,-0.011482305352289588,-0.008598418303699805,0.002061609058991234,0.0022122744756625074,0.001287136502258028,0.0004574282207828122,0.015318144227076745,0.010134180448846494,-0.0010040885233379162,-0.009061135315796744,0.006977149792816325,-0.013023486019784695,-0.008735006779939216,0.005452115366463086,0.013928255724476436,0.0045447440004211005,-0.012297663907497763,0.0029802702738003107,0.012945736270354745,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2008-03-28,-0.015969030362606558,-0.011784169195786566,0.004492854876320153,0.0031315290677690244,0.004240276438084222,0.00385882499504264,0.0011256101355095562,-0.015390694714377033,0.015474016240468562,-0.004331111061672185,0.0112214100777711,-0.010295739773170158,0.014132487093893599,-0.007233814863046207,0.003509837662159124,-0.014667158475179368,-0.008112233563681437,0.007220880674103074,-0.0123611743429719,0.021872036772408718,-0.012234788317255232,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2008-03-29,0.01895148211939895,-0.00246864836338967,-0.008880437083663,0.01877076286138207,0.000151033642420879,0.010777099541568563,0.0050058799077423635,-0.01156149495523506,0.014865406888214095,0.0174161526478352,0.004819264411604306,0.006253255062098105,-0.009702512987226559,-0.007894838943939938,-0.012539698607860937,-0.007862081731595232,0.0017150735072386544,-0.0015349114533841502,-0.0001726248557116028,-0.003460316967895435,-0.02006215087294865,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2008-03-30,0.0006620515882073819,0.014712826199979157,-0.012968943880427132,-0.0014175670735421925,0.0006934737793598325,-0.00121516779275398,0.0010813978013829684,0.0014083396791863246,0.009723903788092196,0.00011944373524144963,0.007579539465369589,0.008101773682009454,-0.0031919422149136985,-0.019598052330388332,-0.003178778540598108,-0.010503612648405814,-0.0026974951895994644,-0.009771898872441395,0.004654882770411837,-0.005504250733310947,0.015054904437809423,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0022691635479137576,0.0,0.0,0.0,-0.0
2008-03-31,-0.034606797352349936,0.0034131700973259243,0.002059385960469203,-0.006645561126804136,-0.010093622427237827,-0.02104963062109306,0.00982504399275759,-0.002785894853933239,-0.008015122687329805,0.009738716917142152,-0.0013499221354085539,-0.0013826586791483703,-0.0020034398172853623,0.008112909171700287,-0.011693036114570841,0.00502325481783294,-0.004222764436135048,-0.008803713687155186,-0.005458613807538224,-0.0034420279187073405,-0.01511433524285815,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2008-04-01,-0.011662556946849945,0.01414538663058362,0.0028445529462413736,0.006541430558669557,-0.018403511789350468,0.0035481017047826868,0.009169726745060737,0.01950028684429511,0.001179682085529085,-0.003216712083711263,0.009714289514357733,-0.0040999786398404035,0.006454274539499852,0.007053607903835363,-0.004587915327272258,0.0017406627609591679,0.022795205269777657,-0.004245696502176619,-0.006755464400526279,0.002170070805203123,0.010058026781892817,-0.0,0.0,-0.0,0.000293058308368153,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.00521646641891942,0.0,0.0,0.0,-0.0
2008-04-02,-0.001717914795420061,0.021540640643584647,0.018380190206377097,0.016962749278944735,0.006321899704112459,0.011391279899991292,-0.013331001378524917,-0.004698966472687432,-0.02108599094129708,-0.0036078940070656974,0.0006137722133746747,0.01219411421370947,0.0032183595315126287,8.93403747589981e-05,0.029123850307608883,0.009094967125623205,0.006930057744114159,0.01598484743164938,0.006662547513466921,0.006586854012571451,-0.0063624962046210124,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.006983162672099332,0.0,0.0,0.0,-0.0
2008-04-03,-0.011268538031447891,0.0057368525342835295,0.0003629244523754276,-0.010294464290415226,0.01119541240472814,-0.012328988975587811,0.004292454679321135,0.0014184862437867862,-0.0056824131389396,-0.008987335381615159,-0.0014674525530977728,-0.007879433173752207,0.008780378407631947,-0.007621527110145246,-0.029302256645350546,0.004580600071252071,0.015413631139121198,-0.016437059274312646,0.003476894405482304,-0.012330531565936127,0.014665419954553659,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.006836541463838456,0.0,0.0,0.0,-0.0
2008-04-04,-0.012959813473973849,-0.014702864870065327,-0.013008559079682194,-0.0029263495066436103,0.002975980562868332,-0.006785855794198435,0.010892841209063142,0.001781125050705476,0.006375697851518147,-0.01964973691448031,-0.011074305745383444,-0.00603303299200407,-0.004419592901899741,0.002621362692649477,-0.01217166134775255,0.005529579283618693,0.003134173103207997,0.010525640678961501,0.01282203597121582,0.00818628412547439,0.0008991020269942399,-0.0,0.0,-0.0,0.00456917775021288,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.011233912239223588,0.0,0.0,0.0,-0.0
2008-04-05,-0.0036127088243111754,-0.00713735984985022,-0.0015803331482883121,0.011305553954333938,0.005079226404269928,0.010686643631617865,0.014331852923118683,-0.006339375904253271,-0.011876484765175974,-0.016908904952820193,-0.0050144827908408865,-0.0024181255841264175,-0.013435925672545836,0.0005585947050082922,-0.005702639414277293,-0.0071059043996050605,-0.003080416997418333,-0.0014899825582266996,0.002736482998637474,-0.0071264588898808994,-0.009512469126369471,-0.0,0.0,-0.0,0.010385466897955026,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.012293643017490075,0.0,0.0,0.0,-0.0
2008-04-06,-0.012812697576249208,-0.015995659422936473,-0.01491994388990809,-0.006218017372446144,-0.003542871360611183,-0.00424963089513939,0.03202048495734054,0.007093847990078553,-0.004521613991972625,0.003179107647857946,0.0007393251938408484,0.01739305576625015,-0.007708059003177856,0.011202692431402017,0.004332255582802302,0.010196348274328151,0.00629297813200699,0.006325890261123467,0.0029628040356643056,-0.003731219766462714,0.0028490688598113234,-0.0,0.0,-0.0,0.009979400141079283,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.010112888280559632,0.0,0.0,0.0,-0.0
2008-04-07,6.74310319547466e-05,0.015395958139796953,0.01206237403831907,-0.0058916570984213846,0.005120159862880069,0.014655257397211444,-0.01009071529096098,-0.003937811052575182,-0.014076027112234895,-0.0026424779029791557,0.0125282358238695,-0.008293567238192686,-0.02076101317556852,0.007605378917687842,0.004250910156984848,0.02489710179808457,0.006923843593981187,0.004240136896217644,-0.006982982279025093,0.008505873868273107,0.01107251507415435,-0.0,0.0,-0.0,0.009347839525245231,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.006371984944782304,0.0,0.0,0.0,-0.0
2008-04-08,0.0033381094396571324,0.002091052151110371,-0.0010365410796337536,0.006762370037146588,-0.010185410110249909,-0.007387108293556401,0.00045017804176249106,-0.015957074611548897,0.015586892145283724,0.01979905056193811,0.01232598642022959,0.008419469216733614,0.0151006978056773,0.01409429819088326,-0.005231899558787456,0.0009372641140567453,-0.0028489269666675055,0.010719281317310978,-0.007384119956453974,0.0007060337965282418,0.0008477192783069992,-0.0,0.0,-0.0,0.008756668353397268,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.009065413065656048,0.0,0.0,0.0,-0.0
2008-04-09,0.0011215122871109319,0.006428834404649645,-0.006603893094366633,0.0010183409360739301,0.01572383225259535,0.011396730623083275,-0.0006451646571129293,-0.0072621524193982444,0.016397973777395557,0.0005075633499500333,-0.0041642846271795955,-0.006195656523183721,-0.02118725490843512,0.016659470237618407,0.0009289684038265572,0.006518110763834498,0.010511944313880311,-0.013446921753795457,-0.010898205442158531,-0.014412631387625916,-0.0031373210533517594,-0.0,0.0,-0.0,0.00894108765042128,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.008283845287352433,0.0,0.0,0.0,-0.0
2008-04-10,-0.0031536492171474356,-0.012183430715801863,0.009365856269930379,-0.006980898533106904,-0.008681191629432983,0.00866539891630328,0.002201755663413511,-0.007462295591948077,-0.0025927129720784677,-0.009034737900114697,-0.004111755374199192,-0.004839902076506371,-0.007742608323914962,0.0007583747593332651,-0.0015143375494584299,0.0049162434481913285,0.013545584637870247,0.002722054296255985,0.00707294823219992,0.0018571405742196392,-0.0018622342879069961,-0.0,0.0,-0.0,0.008252605070296307,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.008245126512768078,0.0,0.0,0.0,-0.0
2008-04-11,0.014348186342258151,-0.014383171524704792,-6.706452849103165e-05,-0.003766430517121239,0.008259601972830292,-0.006797469880972088,0.01541214020944586,-0.006039767609166033,-0.019228833165540086,0.0019329646475311423,-0.006300955905212667,0.0004921131107350764,0.009909721756933094,-0.007309583655203451,-0.004523148383896792,-0.000737765143548129,0.006010692942826731,-0.0025224502002058734,-0.0013082516541670366,-0.00621948044029338,0.033139825071535726,-0.0,0.0,-0.0,0.008222437399945296,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.00787900333300454,0.0,0.0,0.0,-0.0
2008-04-12,-0.011816790432226736,0.011673990608998706,-0.0057131152525575525,0.006416265430294081,0.006807167087567871,-0.009834904627068394,-0.00598288840086055,-0.0031910285514275463,0.010482191855384057,-0.0035456380292739334,-0.0033493575935709136,-0.0021655145717024075,-0.008096306980928282,-0.008570760671216567,-0.01855903078652211,0.009656728472686164,0.0012056846741662066,-0.0031076797256902227,0.011199761052203666,0.00583442697812156,0.015684950933452617,-0.0,0.0,-0.0,0.0006665356927614932,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.01599639992853464,0.0,0.0,0.0,-0.0
2008-04-13,0.0048602685307726785,0.0008982335960143225,0.009096646239872296,0.010068259397758484,-0.007765107209226041,0.005516828444217494,0.003667264942171279,0.0009346617023253015,0.0013045286359451844,0.015760355740628774,-0.0010589606733264225,0.004613780443651242,0.0028715045623689895,0.01654200561219233,0.009022761715337467,0.0007080664072177959,0.014226118121586641,0.007704686492038874,-0.007276693949236239,-0.013553835530737354,-0.02189794209228365,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.017319503932229006,0.0,0.0,0.0,-0.0
2008-04-14,0.002861044688194808,0.004253682162520362,0.008676963232655339,0.006920547636985824,0.009782422005106532,0.009354717815292592,0.01012286712473485,0.008546886523835574,-0.000799225266406918,0.024226413102716737,-0.0013095192628261778,0.0013387217754578652,-0.0030395128997651824,-0.012094330247427863,-0.007354197216911349,0.01073158481786111,0.012391256764788843,0.0018567675676564382,-0.00023511098254105347,-0.002521506094448745,0.0075997320921427835,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.009248227619086719,0.0,0.0,0.0,-0.0
2008-04-15,0.010184820503044376,-0.005848015266126119,0.01055011016406461,0.001170727632675484,0.009918913323191477,-0.01150578527393664,0.008012602993161297,-0.027488701568376555,0.002360834422147341,0.002716622733022672,-0.004424308080185543,0.007660065352479424,-0.0037838232729961903,-0.003360334807191863,-0.008596405857260297,0.013966994165506912,-0.014292194783813073,0.0019490617101919426,-0.010683506339515527,0.012269202381527757,0.0010826727735565908,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0046799271144142875,0.0,0.0,0.0,-0.0
2008-04-16,0.010195360199258034,0.025382409139536148,0.020752511440948883,0.00162146709223511,-0.015602604019737192,-0.006308545201676975,-0.0013828699673702172,-0.005845188001548213,0.004602358210562062,0.007837106873886947,-0.018659828736244687,-0.0024154128000174256,-0.018951074479682754,-0.02664209464042536,-0.01257403992369145,0.005624820755357973,0.004857475760111944,-0.005640831001409947,0.002320636221686417,0.005374201412728878,0.0034682266234049687,0.0,0.0,-0.0,0.001724973120332791,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.005676362454477097,0.0,0.0,0.0,-0.0
2008-04-17,0.024139551369828136,-0.020056211385575153,-0.0001757064571013809,0.007442299509064632,0.0008606348453565309,-0.008814750834507555,0.0023693431413917042,-0.012060109151307877,0.007688545548416774,0.0014623231143266675,0.022548694524004067,0.012327682940981993,0.014848662834094636,0.01726630281689283,0.0002944055029964932,0.012074728274745747,0.007395729843205105,0.005242036197745755,-0.0071177912098412625,-0.0033167815532081915,0.012541013107706143,0.0,0.0,-0.0,0.004479517931473349,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.007217674452782116,0.0,0.0,0.0,-0.0
2008-04-18,-0.010818672496331337,-0.00811507420749976,0.007817358964152497,0.006021003607081631,0.00036390670449743304,0.006594807068544836,0.0057844848752784525,-0.009751734108385816,-0.00011048749763352234,0.006353165271046219,0.001566177284368201,0.008116872682301985,-0.010800807486049084,2.194372224984637e-05,-0.003472612598344046,-0.0058495794899750325,-0.0115218071816102,-0.0023254680467729343,0.005358883576814905,0.007438014645858597,-0.0021828403384020426,0.0,0.0,-0.0,0.0045909520533052,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.009421074185587835,0.0,0.0,0.0,-0.0
